country_code,date_local,avg_value
EE,2024-10-20,7.2540000000000004
EE,2024-10-21,6.116
EE,2024-10-22,7.093999999999999
EE,2024-10-23,1.982
EE,2024-10-24,2.216
EE,2024-10-25,3.3980000000000006
EE,2024-10-26,5.276
EE,2024-10-27,6.534000000000001
EE,2024-10-28,3.028
EE,2024-10-29,2.5188
EE,2024-10-30,1.7916
EE,2024-10-31,1.4785000000000001
EE,2024-11-01,1.2735
EE,2024-11-02,1.5716666666666665
EE,2024-11-03,1.07
EE,2024-11-04,0.6218
EE,2024-11-05,2.0715
EE,2024-11-06,1.1376666666666666
EE,2024-11-07,1.0675000000000001
EE,2024-11-08,1.5586666666666666
EE,2024-11-09,1.7086
EE,2024-11-10,3.4566666666666666
EE,2024-11-11,2.4981666666666666
EE,2024-11-12,3.0533333333333332
EE,2024-11-13,1.6805
EE,2024-11-14,2.1043333333333334
EE,2024-11-15,2.058
EE,2024-11-16,2.4948333333333337
EE,2024-11-17,1.996833333333333
EE,2024-11-18,1.1061666666666667
EE,2024-11-19,1.9100000000000001
EE,2024-11-20,1.5066666666666666
EE,2024-11-21,0.9682999999999999
EE,2024-11-22,2.1763333333333335
EE,2024-11-23,3.5049999999999994
EE,2024-11-24,2.5988333333333333
EE,2024-11-25,4.878333333333333
EE,2024-11-26,8.026666666666666
EE,2024-11-27,6.765
EE,2024-11-28,4.126666666666666
EE,2024-11-29,5.323333333333333
EE,2024-11-30,2.3601666666666667
EE,2024-12-01,3.23
EE,2024-12-02,7.571666666666666
EE,2024-12-03,7.593333333333334
EE,2024-12-04,3.6033333333333335
EE,2024-12-05,3.225
EE,2024-12-06,2.7738333333333336
EE,2024-12-07,3.5583333333333336
EE,2024-12-08,4.6866666666666665
EE,2024-12-09,9.995
EE,2024-12-10,4.801666666666667
EE,2024-12-11,1.3883333333333334
EE,2024-12-12,1.1756666666666666
EE,2024-12-13,2.2628333333333335
EE,2024-12-14,2.1015
EE,2024-12-15,3.2165
EE,2024-12-16,1.6783333333333335
EE,2024-12-17,1.8083333333333336
EE,2024-12-18,3.3283333333333336
EE,2024-12-19,1.941
EE,2024-12-20,1.977833333333333
EE,2024-12-21,2.1664999999999996
EE,2024-12-22,2.86
EE,2024-12-23,4.418333333333334
EE,2024-12-24,5.0633333333333335
EE,2024-12-25,2.716666666666667
EE,2024-12-26,1.2555
EE,2024-12-27,2.6158333333333332
EE,2024-12-28,1.9393333333333336
EE,2024-12-29,1.5170000000000001
EE,2024-12-30,1.1446666666666667
EE,2024-12-31,1.9536666666666669
LT,2018-01-01,2.635333333333333
LT,2018-01-02,2.825
LT,2018-01-03,3.085
LT,2018-01-04,3.84
LT,2018-01-05,4.7825
LT,2018-01-06,2.84
LT,2018-01-07,3.2725
LT,2018-01-08,1.429
LT,2018-01-09,2.6149999999999998
LT,2018-01-10,1.275
LT,2018-01-11,5.67
LT,2018-01-12,0.787
LT,2018-01-13,5.255
LT,2018-01-14,9.157499999999999
LT,2018-01-15,5.61
LT,2018-01-16,2.04
LT,2018-01-17,10.2
LT,2018-01-18,32.8
LT,2018-01-19,0.0
LT,2018-01-22,15.137500000000001
LT,2018-01-23,7.175
LT,2018-01-24,7.885
LT,2018-01-25,6.27
LT,2018-01-26,5.9525
LT,2018-01-27,18.9
LT,2018-01-28,5.6875
